gene,community
PLXNB1,5312
PLXNB2,60
PLXNC1,5313
PLXND1,38
PM20D1,5314
PM20D2,73
PMAIP1,5315
PMCH,5316
PMEL,29
PMEPA1,60
PMF1,21
PMFBP1,5317
PML,14
PMM1,60
PMM2,73
PMP2,5318
PMP22,60
PMPCB,47
PMS1,3
PMS2,5319
PMVK,11
PNISR,50
PNKD,65
PNKP,47
PNLDC1,5320
PNLIP,5321
PNLIPRP1,5322
PNLIPRP3,5323
PNMA1,60
PNMA2,5324
PNMT,38
PNN,14
PNOC,5325
PNP,14
PNPLA1,5326
PNPLA2,38
PNPLA3,5327
PNPLA5,5328
PNPLA6,30
PNPLA7,5329
PNPLA8,55
PNPO,14
PNPT1,55
PNRC1,71
PNRC2,17
POC1A,48
POC1B,48
POC5,48
PODN,5330
PODNL1,5331
PODXL,5332
PODXL2,5333
POFUT1,4
POFUT2,52
POGK,5334
POGLUT1,4
POGZ,5335
POLA2,5336
POLB,5337
POLD1,27
POLD2,27
POLD3,27
POLD4,38
POLDIP3,52
POLE,27
POLE2,45
POLE3,45
POLE4,45
POLG,55
POLG2,55
POLH,60
POLI,38
POLK,5338
POLL,14
POLM,14
POLN,5339
POLQ,45
POLR1A,27
POLR1B,27
POLR1C,27
POLR1D,5340
POLR1E,27
POLR2A,27
POLR2B,47
POLR2C,27
POLR2D,27
POLR2E,27
POLR2F,50
POLR2G,27
POLR2H,50
POLR2I,27
POLR2J,27
POLR2K,29
POLR2L,27
POLR2M,5341
POLR3A,27
POLR3B,27
POLR3C,27
POLR3D,27
POLR3E,27
POLR3F,27
POLR3G,29
POLR3GL,5342
POLR3H,27
POLR3K,27
POLRMT,55
POM121,8
POM121C,8
POM121L12,5343
POM121L2,5344
POMC,5345
POMGNT1,0
POMGNT2,41
POMK,5346
POMP,5347
POMT1,14
POMT2,14
POMZP3,5348
PON1,5349
PON2,5350
PON3,5351
POP1,47
POP4,47
POP5,47
POP7,47
POPDC3,5352
POR,5353
POSTN,5354
POT1,3
POTED,5355
POTEE,5356
POTEF,5357
POTEI,29
POU1F1,5358
POU2AF1,73
POU2F1,5359
POU2F2,56
POU2F3,5360
POU3F1,5361
POU3F3,14
POU4F1,60
POU4F2,5362
POU4F3,14
POU5F1,5363
POU5F1B,5364
POU5F2,14
POU6F1,60
POU6F2,5365
PP2D1,5366
PPA1,47
PPA2,55
PPAN,5367
PPARA,60
PPARD,60
PPARG,14
PPARGC1A,5368
PPARGC1B,5369
PPAT,11
PPBP,52
PPCDC,11
PPCS,11
PPDPF,5370
PPEF2,5371
PPFIA2,29
PPFIA3,63
PPFIBP1,71
PPFIBP2,29
PPHLN1,71
PPIA,5372
PPIAL4D,5373
PPIAL4G,5374
PPIB,54
PPIC,14
PPID,5375
PPIE,47
PPIF,5376
PPIG,60
PPIH,47
PPIL1,63
PPIL2,10
PPIL3,38
PPIL4,5377
PPIL6,5378
PPIP5K1,5379
PPL,14
PPM1A,36
PPM1B,36
PPM1D,47
PPM1E,5380
PPM1F,5
PPM1G,47
PPM1H,5381
PPM1J,5382
PPM1K,14
PPM1L,30
PPM1M,71
PPM1N,5383
PPME1,21
PPOX,11
PPP1CA,47
PPP1CB,41
PPP1CC,47
PPP1R10,21
PPP1R11,21
PPP1R12A,41
PPP1R12B,5384
PPP1R12C,41
PPP1R13B,5385
PPP1R13L,11
PPP1R14A,54
PPP1R14B,30
PPP1R14D,5386
PPP1R15A,5387
PPP1R15B,73
PPP1R16A,70
PPP1R16B,5388
PPP1R17,5389
PPP1R18,47
PPP1R1A,5390
PPP1R1B,5391
PPP1R1C,5392
PPP1R2,47
PPP1R21,52
PPP1R26,5393
PPP1R27,5394
PPP1R32,5395
PPP1R35,48
PPP1R36,14
PPP1R37,5396
PPP1R3A,5397
PPP1R3B,37
PPP1R3C,5398
PPP1R3D,5399
PPP1R3E,14
PPP1R3G,5400
PPP1R42,5401
PPP1R7,47
PPP1R8,50
PPP1R9A,5402
PPP2CA,21
PPP2CB,5403
PPP2R1A,21
PPP2R1B,14
PPP2R2A,21
PPP2R2B,5404
PPP2R2C,5405
PPP2R3A,5406
PPP2R3C,48
PPP2R5A,55
PPP2R5B,5407
PPP2R5C,21
PPP2R5D,21
PPP2R5E,21
PPP3CA,14
PPP3CB,5408
PPP3CC,60
PPP3R1,5409
PPP3R2,5410
PPP4C,21
PPP4R1,47
PPP4R2,21
PPP4R4,5411
PPP5C,14
PPP6C,21
PPP6R1,60
PPP6R2,5412
PPP6R3,21
PPRC1,11
PPT1,14
PPT2,5413
PPTC7,30
PPWD1,47
PPY,5414
PRAC1,5415
PRADC1,63
PRAME,5416
PRAMEF10,5417
PRAMEF11,5418
PRAMEF12,5419
PRAMEF14,5420
PRAMEF17,5421
PRAMEF20,5422
PRAMEF4,5423
PRAMEF6,5424
PRAMEF7,5425
PRAMEF8,5426
PRB1,5427
PRB2,27
PRB4,5428
PRC1,27
PRCC,27
PRCD,5429
PRCP,29
PRDM1,73
PRDM10,5430
PRDM11,5431
PRDM12,5432
PRDM13,60
PRDM14,5433
PRDM15,73
PRDM16,5434
PRDM2,14
PRDM4,5435
PRDM5,5436
PRDM6,5437
PRDM7,5438
PRDM8,5439
PRDM9,5440
PRDX2,3
PRDX3,71
PRDX5,4
PRDX6,70
PREB,60
PRELID1,27
PRELID2,5441
PRELP,5442
PREP,41
PREPL,0
PREX1,50
PREX2,5443
PRF1,5444
PRG2,5445
PRG3,5446
PRG4,5447
PRICKLE1,65
PRICKLE2,14
PRICKLE4,73
PRIM1,27
PRIMA1,5448
PRKAA1,63
PRKAB1,63
PRKAB2,4
PRKACA,21
PRKACB,60
PRKACG,5449
PRKAG1,14
PRKAG2,5450
PRKAG3,5451
PRKAR1A,63
PRKAR1B,30
PRKAR2A,29
PRKAR2B,5452
PRKCA,5453
PRKCB,5454
PRKCD,60
PRKCE,14
PRKCG,5455
PRKCH,14
PRKCI,41
PRKCQ,5456
PRKCSH,73
PRKCZ,60
PRKD1,5457
PRKD2,3
PRKD3,56
PRKG1,5458
PRKG2,70
PRKRA,27
PRKRIP1,8
PRL,5459
PRLH,5460
PRLHR,5461
PRLR,5462
PRM1,5463
PRM2,5464
PRMT1,27
PRMT2,73
PRMT3,5465
PRMT5,47
PRMT6,52
PRMT7,63
PRMT8,5466
PRMT9,5467
PRND,5468
PRNP,0
PROC,5469
PROCA1,14
PROCR,5470
PRODH,41
PRODH2,5471
PROK1,5472
PROK2,5473
PROKR1,5474
PROKR2,5475
PROM1,5476
PROM2,5477
PROS1,5478
PROSER2,60
PROX1,0
PROX2,5479
PROZ,5480
PRPF18,73
PRPF19,50
PRPF3,73
PRPF31,27
PRPF38A,27
PRPF38B,27
PRPF39,21
PRPF4,73
PRPF40A,63
PRPF40B,60
PRPF4B,11
PRPF6,27
PRPF8,27
PRPH,5481
PRPH2,5482
PRPS1L1,5483
PRPSAP1,14
PRPSAP2,3
PRR11,5484
PRR12,3
PRR13,14
PRR14,5485
PRR15,60
PRR16,5486
PRR19,14
PRR27,5487
PRR3,3
PRR4,5488
PRR5,5489
PRR5L,73
PRR7,60
PRRC1,73
PRRC2A,63
PRRC2B,30
PRRC2C,63
PRRG2,5490
PRRG4,52
PRRT1,5491
PRRT2,5492
PRRT3,5493
PRRT4,5494
PRRX1,5495
PRRX2,5496
PRSS1,5497
PRSS12,63
PRSS16,5498
PRSS21,27
PRSS22,5499
PRSS23,11
PRSS27,5500
PRSS3,5501
PRSS33,5502
PRSS35,29
PRSS36,5503
PRSS37,5504
PRSS38,5505
PRSS45,5506
PRSS48,5507
PRSS50,5508
PRSS53,5509
PRSS54,5510
PRSS55,5511
PRSS58,5512
PRSS8,5513
PRTFDC1,14
PRTG,5514
PRTN3,5515
PRUNE2,27
PRX,60
PSAP,71
PSAPL1,5516
PSAT1,14
PSCA,5517
PSD,60
PSD2,5518
PSD3,5519
PSD4,29
PSEN1,4
PSEN2,5520
PSENEN,4
PSG1,5521
PSG11,5522
PSG2,5523
PSG3,5524
PSG4,5525
PSG5,5526
PSG6,5527
PSG8,5528
PSG9,5529
PSIP1,70
PSKH1,5530
PSKH2,5531
PSMA1,27
PSMA2,27
PSMA3,27
PSMA4,27
PSMA5,27
PSMA6,27
PSMA7,27
PSMA8,5532
PSMB1,27
PSMB10,14
PSMB11,5533
PSMB2,27
PSMB3,27
PSMB4,27
PSMB5,27
PSMB6,27
PSMB7,27
PSMB8,5534
PSMB9,10
PSMC1,27
PSMC2,27
PSMC3,27
PSMC3IP,14
PSMC4,27
PSMC5,27
PSMC6,5535
PSMD1,27
PSMD11,27
PSMD12,27
PSMD13,27
PSMD14,27
PSMD2,27
PSMD3,27
PSMD4,27
PSMD5,5536
PSMD6,27
PSMD7,27
PSMD8,27
PSMD9,60
PSME1,27
PSME2,29
PSME3,47
PSMF1,63
PSMG1,27
PSMG2,27
PSMG4,27
PSORS1C2,5537
PSPC1,60
PSPH,14
PSPN,5538
PSRC1,56
PSTK,5539
PSTPIP1,60
PSTPIP2,5540
PTAFR,5541
PTAR1,30
PTBP1,5542
PTBP2,4
PTBP3,60
PTCD1,55
PTCD2,5543
PTCD3,55
PTCH1,14
PTCH2,5544
PTCHD3,5545
PTCHD4,5546
PTCRA,48
PTDSS1,5
PTEN,41
PTER,5547
PTF1A,5548
PTGDR,5549
PTGDR2,5550
PTGDS,47
PTGER1,5551
PTGER2,5552
PTGER3,14
PTGER4,5553
PTGES,5
PTGES2,60
PTGES3,14
PTGES3L,5554
PTGFR,5555
PTGFRN,41
PTGIR,5556
PTGIS,5557
PTGR1,38
PTGR2,5558
PTGS1,5559
PTGS2,5560
PTH,5561
PTH1R,5562
PTH2,5563
PTH2R,5564
PTHLH,10
PTK2,41
PTK2B,5
PTK6,14
PTK7,5565
PTMA,5566
PTMS,56
PTOV1,60
PTP4A1,60
PTP4A3,60
PTPDC1,5567
PTPMT1,55
PTPN1,3
PTPN11,30
PTPN12,5568
PTPN13,65
PTPN14,5
PTPN18,52
PTPN2,3
PTPN21,73
PTPN22,5569
PTPN23,52
PTPN3,5570
PTPN4,3
PTPN5,5571
PTPN6,50
PTPN7,60
PTPN9,5572
PTPRA,60
PTPRB,5
PTPRCAP,5573
PTPRD,5574
PTPRF,5575
PTPRG,30
PTPRH,5576
PTPRJ,5577
PTPRK,5578
PTPRM,33
PTPRN,5579
PTPRN2,5580
PTPRO,5581
PTPRR,5582
PTPRS,5583
PTPRT,5584
PTPRU,14
PTPRZ1,5585
PTRH1,5586
PTRH2,47
PTRHD1,38
PTS,5587
PTTG1,5588
PTTG1IP,11
PTTG2,5589
PTX3,5590
PTX4,5591
PUF60,27
PUM1,65
PUM2,65
PURA,5
PURB,14
PURG,5592
PUS10,5593
PUS3,47
PUS7,73
PUS7L,5594
PUSL1,41
PVALB,5595
PVR,41
PVRIG,21
PWP1,47
PWP2,47
PWWP2A,30
PWWP2B,5596
PXDC1,5
PXDN,5597
PXDNL,5598
PXK,5599
PXMP2,14
PXMP4,54
PXN,41
PXT1,5600
PXYLP1,65
PYCARD,5601
PYCR1,38
PYCR2,63
PYDC1,5602
PYGB,60
PYGL,14
PYGM,5603
PYGO1,5604
PYGO2,70
PYHIN1,5605
PYROXD1,47
PYROXD2,5606
PYURF,0
PYY,5607
PZP,5608
QARS,60
QDPR,5609
QKI,47
QPCT,60
QPCTL,37
QPRT,5610
QRFP,5611
QRFPR,5612
QRICH1,70
QRICH2,5613
QRSL1,55
QSOX1,60
QSOX2,55
QTRT1,41
R3HCC1,11
R3HCC1L,60
R3HDM1,29
R3HDM2,29
R3HDM4,5614
R3HDML,5615
RAB10,5
RAB11A,52
RAB11B,54
RAB11FIP1,5616
RAB11FIP2,5617
RAB11FIP3,10
RAB11FIP4,60
RAB11FIP5,14
RAB12,5618
RAB13,4
RAB14,30
RAB15,60
RAB17,4
RAB18,30
RAB19,71
RAB1A,30
RAB1B,30
RAB20,5619
RAB21,71
RAB22A,29
RAB23,60
RAB24,60
RAB25,5620
RAB26,70
RAB27A,60
RAB27B,5621
RAB28,5622
RAB29,5623
RAB2A,30
RAB2B,14
RAB30,5624
RAB31,5625
RAB32,5626
RAB33B,5627
RAB34,52
RAB35,5
RAB36,14
RAB37,5628
RAB38,5629
RAB39A,5630
RAB3A,60
RAB3B,5631
RAB3C,5632
RAB3D,54
RAB3GAP1,30
RAB3GAP2,30
RAB3IL1,5633
RAB3IP,5634
RAB40B,30
RAB40C,73
RAB42,5635
RAB43,56
RAB4A,60
RAB4B,14
RAB5A,14
RAB5B,4
RAB5C,52
RAB6A,30
RAB6B,5636
RAB6C,5637
RAB7A,71
RAB8A,5
RAB8B,65
RABAC1,73
RABEP1,60
RABEP2,41
RABEPK,14
RABGAP1,4
RABGAP1L,5638
RABGEF1,52
RABGGTA,27
RABGGTB,27
RABIF,5
RABL2A,51
RABL2B,14
RABL3,30
RABL6,14
RAC1,41
RAC2,60
RAC3,14
RACGAP1,5
RAD1,45
RAD17,45
RAD18,45
RAD21,66
RAD21L1,5639
RAD23A,60
RAD23B,56
RAD50,47
RAD51,45
RAD51AP1,5640
RAD51AP2,5641
RAD51B,5642
RAD51C,45
RAD51D,45
RAD52,5643
RAD54B,5644
RAD54L,14
RAD54L2,10
RAD9A,45
RAD9B,5645
RADIL,5646
RAE1,27
RAET1E,5647
RAET1G,5648
RAET1L,5649
RAF1,21
RAG1,5650
RAG2,5651
RAI1,14
RAI14,5652
RALA,10
RALB,5653
RALBP1,5654
RALGAPA1,54
RALGAPA2,5655
RALGAPB,54
RALGDS,14
RALGPS1,5656
RALGPS2,5657
RALY,41
RALYL,5658
RAMP1,5659
RAMP2,5660
RAMP3,5661
RAN,27
RANBP1,5662
RANBP10,5
RANBP17,5663
RANBP2,60
RANBP3,27
RANBP3L,5664
RANBP6,5665
RANBP9,5
RANGAP1,54
RANGRF,5666
RAP1A,37
RAP1B,37
RAP1GAP,5667
RAP1GAP2,55
RAP1GDS1,5668
RAP2A,41
RAP2B,5
RAPGEF1,41
RAPGEF2,41
RAPGEF3,5669
RAPGEF4,5670
RAPGEF5,5671
RAPGEF6,68
RAPGEFL1,5
RAPH1,41
RAPSN,5672
RARA,14
RARB,71
RARG,14
RARRES1,5673
RARS,27
RARS2,55
RASA1,4
RASA2,10
RASA3,10
RASA4,5674
RASA4B,5675
RASAL1,5676
RASAL2,60
RASAL3,65
RASD1,14
RASD2,5677
RASEF,42
RASGEF1A,5678
RASGEF1B,5679
RASGEF1C,5680
RASGRF1,5681
RASGRF2,5682
RASGRP1,5683
RASGRP2,5684
RASGRP3,5685
RASGRP4,5686
RASIP1,5687
RASL10A,5688
RASL10B,5689
RASL11A,60
RASL11B,14
RASL12,5690
RASSF1,5691
RASSF2,5692
RASSF3,56
RASSF4,60
RASSF5,27
RASSF6,5693
RASSF7,41
RASSF8,41
RASSF9,5694
RAVER1,73
RAVER2,14
RAX,5695
RAX2,5696
RB1,60
RB1CC1,52
RBAK,5697
RBBP4,47
RBBP5,63
RBBP6,47
RBBP8,5698
RBBP8NL,5699
RBBP9,60
RBCK1,5700
RBFA,55
RBFOX1,5701
RBFOX3,5702
RBKS,5703
RBL1,5704
RBL2,5705
RBM11,5706
RBM12,47
RBM12B,0
RBM15,47
RBM15B,52
RBM17,27
RBM18,47
RBM19,47
RBM20,5707
RBM22,5708
RBM23,14
RBM24,5709
RBM25,5710
RBM26,70
RBM28,21
RBM33,47
RBM34,5711
RBM38,5
RBM39,63
RBM4,5712
RBM42,5713
RBM43,60
RBM44,5714
RBM45,5715
RBM46,5716
RBM47,41
RBM48,47
RBM4B,65
RBM5,60
RBM6,5717
RBM7,14
RBM8A,70
RBMS1,29
RBMS2,5718
RBMS3,5
RBMXL2,5719
RBP1,5720
RBP2,5721
RBP3,5722
RBP4,14
RBP5,5723
RBP7,5724
RBPJ,4
RBPJL,5725
RBPMS,30
RBPMS2,5726
RBX1,38
RC3H1,73
RC3H2,73
RCAN1,5727
RCAN2,5728
RCAN3,5729
RCBTB1,5730
RCBTB2,5731
RCC1,27
RCC2,48
RCCD1,70
RCE1,21
RCHY1,11
RCL1,47
RCN2,56
RCN3,27
RCOR1,41
RCOR2,29
RCOR3,5
RCSD1,5732
RCVRN,5733
RD3,5734
RDH10,60
RDH11,5735
RDH12,5736
RDH13,47
RDH14,5737
RDH16,5738
RDH5,5739
RDH8,5740
RDM1,14
RDX,14
REC114,5741
REC8,5742
RECK,5743
RECQL,14
RECQL5,56
REEP1,5744
REEP2,5745
REEP3,5746
REEP4,63
REEP5,14
REEP6,54
REG1A,5747
REG1B,5748
REG3A,5749
REG3G,5750
REG4,32
REL,5751
RELA,3
RELB,3
RELL1,5752
RELL2,70
RELN,5753
RELT,60
REM1,5754
REM2,54
REN,5755
REP15,5756
REPIN1,41
REPS1,5757
RER1,73
RERE,0
RERG,5758
RERGL,21
RESP18,5759
REST,4
RET,14
RETN,5760
RETNLB,5761
RETSAT,14
REV1,14
REV3L,14
REXO1,5762
REXO2,0
REXO4,60
RFC1,5763
RFC2,27
RFC3,27
RFC4,50
RFC5,27
RFESD,14
RFK,11
RFNG,14
RFPL1,5764
RFPL2,5765
RFPL3,5766
RFPL4A,5767
RFPL4AL1,5768
RFPL4B,5769
RFT1,27
RFTN1,5770
RFTN2,5771
RFWD3,45
RFX1,5772
RFX2,29
RFX3,5773
RFX4,4
RFX5,14
RFX6,5774
RFX8,5775
RFXANK,47
RFXAP,38
RGCC,3
RGL1,4
RGL2,5776
RGL3,60
RGL4,14
RGMA,5777
RGMB,4
RGP1,30
RGPD1,5778
RGPD2,5779
RGPD4,27
RGR,5780
RGS10,60
RGS11,5781
RGS12,3
RGS13,5782
RGS14,52
RGS16,5783
RGS17,5784
RGS18,5785
RGS19,14
RGS2,5786
RGS20,14
RGS21,5787
RGS22,5788
RGS3,73
RGS4,3
RGS5,5789
RGS6,5790
RGS7BP,5791
RGS8,5792
RGS9BP,42
RHAG,5793
RHBDD1,71
RHBDD2,5794
RHBDD3,14
RHBDF1,14
RHBDF2,60
RHBDL1,73
RHBDL2,5795
RHBDL3,5796
RHCG,5797
RHD,5798
RHEB,71
RHEBL1,70
RHNO1,45
RHO,5799
RHOA,50
RHOB,21
RHOBTB1,14
RHOBTB2,54
RHOBTB3,60
RHOC,50
RHOD,29
RHOF,41
RHOG,41
RHOH,60
RHOJ,3
RHOQ,60
RHOT1,60
RHOU,5800
RHOV,56
RHPN1,73
RHPN2,5801
RIC1,30
RIC3,5802
RIC8A,50
RIC8B,5803
RICTOR,71
RILP,55
RILPL1,5804
RILPL2,29
RIMBP2,5805
RIMBP3,5806
RIMBP3B,5807
RIMKLA,5808
RIMKLB,5809
RIMS1,5810
RIMS2,5811
RIMS3,5812
RIMS4,5813
RIN1,5814
RIN2,60
RIN3,5815
RING1,70
RINL,5816
RINT1,30
RIOK1,47
RIOK2,5817
RIOK3,14
RIPK1,3
RIPK2,14
RIPK3,5818
RIPK4,3
RIPPLY2,5819
RIPPLY3,5820
RIT1,30
RIT2,5821
RITA1,60
RLBP1,5822
RLF,72
RLN1,5823
RLN2,5824
RLN3,5825
RMDN1,14
RMDN2,5826
RMDN3,38
RMI1,45
RMI2,45
RMND1,0
RMND5A,5
RMND5B,73
RNASE1,5827
RNASE10,5828
RNASE11,5829
RNASE12,5830
RNASE13,5831
RNASE3,5832
RNASE4,5833
RNASE6,5834
RNASE7,5835
RNASE8,5836
RNASE9,5837
RNASEH1,55
RNASEH2A,47
RNASEH2B,47
RNASEH2C,47
RNASEK,5838
RNASEL,60
RNASET2,14
RND1,5839
RND2,5840
RND3,14
RNF103,29
RNF11,60
RNF111,4
RNF112,5841
RNF113B,5842
RNF114,65
RNF115,60
RNF121,60
RNF122,5843
RNF123,29
RNF125,5844
RNF126,55
RNF13,5845
RNF130,73
RNF133,5846
RNF135,4
RNF138,14
RNF139,60
RNF14,60
RNF141,5847
RNF144A,5848
RNF144B,5849
RNF145,10
RNF146,5
RNF148,5850
RNF149,14
RNF150,5851
RNF151,5852
RNF152,65
RNF157,60
RNF165,5853
RNF166,55
RNF167,5854
RNF168,45
RNF169,5
RNF17,5855
RNF170,14
RNF175,5856
RNF180,5857
RNF181,30
RNF182,5858
RNF183,5859
RNF185,3
RNF186,5860
RNF19A,5861
RNF19B,60
RNF2,5862
RNF20,47
RNF208,14
RNF212,5863
RNF212B,44
RNF213,5864
RNF214,5865
RNF215,14
RNF216,3
RNF217,5
RNF220,5866
RNF222,5867
RNF223,5868
RNF224,73
RNF24,30
RNF25,47
RNF31,3
RNF32,5869
RNF34,29
RNF38,60
RNF39,5870
RNF4,47
RNF40,11
RNF41,14
RNF43,60
RNF44,55
RNF5,14
RNF6,60
RNF7,11
RNF8,45
RNFT1,14
RNGTT,27
RNLS,5871
RNMT,27
RNPC3,27
RNPEP,5872
RNPS1,47
ROBO1,5873
ROBO2,5874
ROBO3,60
ROBO4,5875
ROCK1,5
ROCK2,5
ROGDI,52
ROM1,5876
ROMO1,54
ROPN1,5877
ROPN1B,5878
ROPN1L,5879
ROR1,5880
ROR2,5881
RORA,29
RORB,5882
RORC,3
ROS1,5883
RP1,5884
RP1L1,5885
RP9,5886
RPA1,27
RPA2,63
RPA3,27
RPAIN,63
RPAP1,27
RPAP2,5887
RPAP3,47
RPE,11
RPE65,5888
RPEL1,5889
RPF1,47
RPF2,27
RPGRIP1,5890
RPGRIP1L,5891
RPH3A,5892
RPH3AL,21
RPIA,11
RPL10A,27
RPL10L,5893
RPL11,27
RPL12,27
RPL13,27
RPL13A,27
RPL14,27
RPL15,27
RPL17,27
RPL18,27
RPL18A,27
RPL19,27
RPL21,27
RPL22,60
RPL22L1,29
RPL23,27
RPL23A,27
RPL24,27
RPL26,27
RPL26L1,48
RPL27,27
RPL27A,27
RPL28,27
RPL29,14
RPL3,27
RPL30,27
RPL31,27
RPL32,27
RPL34,27
RPL35,27
RPL35A,27
RPL36,27
RPL37,27
RPL37A,27
RPL38,27
RPL39L,5894
RPL3L,5895
RPL4,27
RPL5,27
RPL6,27
RPL7,27
RPL7A,27
RPL7L1,65
RPL8,27
RPL9,27
RPLP0,27
RPLP1,27
RPLP2,27
RPN1,27
RPN2,73
RPP14,47
RPP21,47
RPP25,60
RPP25L,47
RPP30,47
RPP38,47
RPP40,47
RPRD1A,0
RPRD1B,47
RPRD2,47
RPRML,5896
RPS10,37
RPS11,27
RPS12,21
RPS13,27
RPS14,27
RPS15,27
RPS15A,27
RPS16,27
RPS17,27
RPS18,27
RPS19,27
RPS19BP1,11
RPS2,14
RPS20,27
RPS21,27
RPS23,27
RPS24,27
RPS25,70
RPS26,27
RPS27A,27
RPS27L,47
RPS28,27
RPS29,27
RPS3,27
RPS3A,27
RPS5,5897
RPS6,27
RPS6KA1,70
RPS6KA2,5898
RPS6KA4,5899
RPS6KA5,52
RPS6KB1,30
RPS6KB2,5
RPS6KC1,48
RPS6KL1,50
RPS7,27
RPS8,27
RPS9,27
RPSA,14
RPTN,5900
RPTOR,71
RPUSD1,5901
RPUSD2,66
RPUSD3,0
RPUSD4,55
RRAD,5902
RRAGA,71
RRAGC,71
RRAGD,60
RRAS,5903
RRAS2,60
RRBP1,73
RRH,5904
RRM1,27
RRM2,27
RRM2B,5905
RRN3,5906
RRNAD1,14
RRP1,47
RRP12,47
RRP15,60
RRP1B,5907
RRP36,30
RRP7A,5908
RRP8,5909
RRP9,47
RRS1,47
RSAD1,60
RSBN1,14
RSBN1L,5910
RSC1A1,65
RSF1,30
RSL1D1,47
RSL24D1,27
RSPH1,5911
RSPH3,5912
RSPH4A,5913
RSPH6A,5914
RSPH9,5915
RSPO1,5916
RSPO2,5917
RSPO3,5918
RSPO4,5919
RSPRY1,27
RSRC2,55
RSRP1,70
RSU1,41
RTBDN,5920
RTCA,60
RTCB,47
RTEL1,5921
RTF1,63
RTKN,3
RTKN2,60
RTL1,5922
RTN1,5923
RTN2,41
RTN3,5924
RTN4,14
RTN4IP1,0
RTN4R,5925
RTN4RL1,5926
RTN4RL2,5927
RTP1,5928
RTP2,5929
RTP3,5930
RTP4,5931
RTP5,5932
RTTN,48
RUFY1,5933
RUFY2,14
RUFY3,63
RUNDC1,14
RUNDC3A,5934
RUNX1,70
RUNX1T1,29
RUNX2,70
RUNX3,5935
RUSC1,41
RUSC2,60
RUVBL1,27
RUVBL2,4
RWDD1,65
RWDD2B,63
RWDD3,5936
RWDD4,5937
RXFP1,5938
RXFP2,5939
RXFP3,5940
RXFP4,5941
RXRA,14
RXRB,5942
RXRG,5943
RYR1,14
RYR2,5944
RYR3,5945
S100A1,10
S100A10,14
S100A11,5946
S100A12,5947
S100A13,73
S100A14,5
S100A16,5948
S100A2,5949
S100A3,14
S100A4,4
S100A5,5950
S100A6,27
S100A7,5951
S100A7A,5952
S100A8,5953
S100A9,5954
S100B,3
S100P,5955
S100PBP,5956
S1PR1,5957
S1PR2,5958
S1PR3,5959
S1PR4,5960
S1PR5,60
SAA1,5961
SAA2,5962
SAA4,5963
SAAL1,14
SAC3D1,5964
SACM1L,27
SACS,37
SAE1,47
SAFB,5965
SAFB2,5966
SAG,5967
SALL1,14
SALL2,5968
SALL3,5969
SALL4,30
SAMD11,5970
SAMD14,5971
SAMD3,5972
SAMD4A,5973
SAMD4B,50
SAMD5,14
SAMD7,5974
SAMD8,63
SAMD9,5975
SAMD9L,5976
SAMHD1,11
SAMM50,54
SAMSN1,5977
SAP130,70
SAP18,47
SAP25,5978
SAP30,70
SAP30BP,27
SAPCD2,3
SAR1A,30
SAR1B,29
SARAF,5979
SARDH,5980
SARNP,52
SARS,27
SARS2,55
SART1,5981
SASH1,5982
SASS6,48
SAT2,73
SATB1,60
SAV1,5983
SAYSD1,73
SBDS,73
SBF1,5
SBF2,5
SBK1,5984
SBK2,5985
SBNO1,27
SBNO2,3
SBSN,5986
SBSPON,5987
SC5D,60
SCAF1,60
SCAF11,63
SCAF8,47
SCAI,5988
SCAMP2,5989
SCAMP3,5990
SCAMP4,60
SCAMP5,60
SCAND1,14
SCAP,37
SCAPER,5991
SCARA3,5992
SCARA5,5993
SCARB1,56
SCARB2,14
SCARF1,5994
SCARF2,5995
SCCPDH,5996
SCD,37
SCD5,5997
SCEL,38
SCFD1,30
SCFD2,30
SCG2,5998
SCG3,5999
SCG5,6000
SCGB1A1,6001
SCGB1C1,6002
SCGB1D1,6003
SCGB1D2,6004
SCGB1D4,6005
SCGB2A1,6006
SCGB2A2,6007
SCGB2B2,6008
SCGB3A1,6009
SCGB3A2,6010
SCGN,6011
SCHIP1,6012
SCIMP,6013
SCIN,6014
SCLT1,54
SCLY,6015
SCMH1,0
SCML4,6016
SCN10A,6017
SCN11A,6018
SCN1A,6019
SCN1B,60
SCN2A,6020
SCN2B,6021
SCN3A,6022
SCN3B,6023
SCN4A,6024
SCN4B,6025
SCN5A,6026
SCN7A,6027
SCN8A,6028
SCN9A,6029
SCNM1,47
SCNN1A,6030
SCNN1B,6031
SCNN1D,6032
SCNN1G,6033
SCO1,0
SCO2,0
SCOC,14
SCP2,37
SCP2D1,6034
SCPEP1,60
SCRIB,47
SCRN1,56
SCRN2,70
SCRN3,60
SCRT1,6035
SCRT2,6036
SCTR,6037
SCUBE1,6038
SCUBE2,6039
SCUBE3,6040
SCX,6041
SCYL1,30
SCYL2,6042
SCYL3,71
SDAD1,50
SDC2,6043
SDC3,14
SDC4,30
SDCBP,30
SDCBP2,6044
SDE2,27
SDF2,73
SDF2L1,14
SDF4,73
SDHA,11
SDHAF1,0
SDHAF2,60
SDHB,11
SDHC,11
SDHD,11
SDK1,6045
SDK2,6046
SDR16C5,6047
SDR39U1,6048
SDR42E1,6049
SDR9C7,6050
SDS,6051
SDSL,6052
SEBOX,63
SEC11C,60
SEC13,27
SEC14L1,37
